GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1399866637	2022-04-22 10:14:05.49139	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2022-04-22	09:02:00	obsr143232	S107688398	Traveling	P22	EBIRD	11	0.572		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1404904569	2022-04-26 11:01:49.432569	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-26	09:46:00	obsr665305	S108111184	Stationary	P21	EBIRD	11			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1391020779	2022-04-13 12:53:51.973374	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-13	11:44:00	obsr665305	S106947489	Stationary	P21	EBIRD	9			1	1		0	1	0		Sun porch.		
URN:CornellLabOfOrnithology:EBIRD:OBS1392440609	2022-04-15 00:52:54.275477	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Ramer, Alabama	L5830207	P	32.0545640	-86.2193860	2022-04-13	09:25:00	obsr688433	S107066743	Stationary	P21	EBIRD	90			1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1406520250	2022-04-27 20:10:10.511528	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-27	18:10:00	obsr940190	S108248916	Stationary	P21	EBIRD	40			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1402503244	2022-04-24 12:16:27.106199	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				8					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-24	10:35:00	obsr186678	S107910714	Traveling	P22	EBIRD	40	2.250		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392227682	2022-04-14 18:53:17.051801	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Sellers	L18506936	P	32.3524490	-86.2841840	2022-04-14	17:38:00	obsr2929208	S107050589	Stationary	P21	EBIRD	14			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1391696800	2022-04-14 08:28:32.51003	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-14	07:18:00	obsr665305	S107003336	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 63 degrees cloudy.		
URN:CornellLabOfOrnithology:EBIRD:OBS1403300630	2022-04-24 21:39:53.409105	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-24	18:50:00	obsr940190	S107981447	Stationary	P21	EBIRD	20			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390928884	2022-04-13 11:14:59.244821	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park Vita Trail	L18488181	P	32.4010040	-86.2259940	2022-04-13	09:54:00	obsr456189	S106939222	Traveling	P22	EBIRD	14	0.520		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399504901	2022-04-21 21:17:15.331871	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-21	15:50:00	obsr940190	S107661716	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1405211519	2022-04-26 15:48:08.283525	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-26	12:00:00	obsr106380	S108137398	Traveling	P22	EBIRD	90	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380248602	2022-04-01 19:30:36.637829	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-01	17:34:00	obsr186678	S106046064	Traveling	P22	EBIRD	45	3.663		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1386441110	2022-04-08 19:23:33.138987	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-06	16:25:00	obsr940190	S106563991	Stationary	P21	EBIRD	25			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1404407880	2022-04-25 20:19:56.763888	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-25	16:05:00	obsr940190	S108071900	Stationary	P21	EBIRD	45			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1408134935	2022-04-29 13:08:10.936723	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-29	11:56:00	obsr665305	S108381324	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch. 79 degrees mostly sunny.		
URN:CornellLabOfOrnithology:EBIRD:OBS1402674628	2022-04-24 13:52:25.396353	7247	species	avibase-6CCDAC53	Cattle Egret	Bubulcus ibis				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2022-04-23	08:30:00	obsr658500	S107924718	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1401854255	2022-04-23 22:11:46.383377	7248	issf	avibase-AB1CB216	Cattle Egret	Bubulcus ibis	Cattle Egret (Western)	Bubulcus ibis ibis		5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Old Pike Rd, Montgomery County AL	L18656953	P	32.3104090	-86.1010110	2022-04-23	17:19:00	obsr527452	S107858673	Traveling	P22	EBIRD	6	9.740		4	1	G8230647	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1401854269	2022-04-23 22:11:46.383377	7248	issf	avibase-AB1CB216	Cattle Egret	Bubulcus ibis	Cattle Egret (Western)	Bubulcus ibis ibis		5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Old Pike Rd, Montgomery County AL	L18656953	P	32.3104090	-86.1010110	2022-04-23	17:19:00	obsr402712	S107858674	Traveling	P22	EBIRD	6	9.740		4	1	G8230647	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1411953260	2022-05-02 08:19:27.923333	7248	issf	avibase-AB1CB216	Cattle Egret	Bubulcus ibis	Cattle Egret (Western)	Bubulcus ibis ibis		5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Old Pike Rd, Montgomery County AL	L18656953	P	32.3104090	-86.1010110	2022-04-23	17:19:00	obsr157121	S108701168	Traveling	P22	EBIRD	6	9.740		4	1	G8230647	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1393192249	2022-04-15 17:45:16.063727	28890	species	avibase-9437D635	Cedar Waxwing	Bombycilla cedrorum				10					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1812 Brookstone Dr, Montgomery US-AL 32.34905, -86.16891	L18522272	P	32.3490530	-86.1689100	2022-04-15	16:31:00	obsr234761	S107130502	Stationary	P21	EBIRD	10			1	1		0	1	0		Sunny. Light breeze. 83.		
URN:CornellLabOfOrnithology:EBIRD:OBS1388042684	2022-04-10 11:22:36.114493	28890	species	avibase-9437D635	Cedar Waxwing	Bombycilla cedrorum				6					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-10	10:12:00	obsr665305	S106698646	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch.	At birdbath.	
URN:CornellLabOfOrnithology:EBIRD:OBS1405211518	2022-04-26 15:48:08.282635	28890	species	avibase-9437D635	Cedar Waxwing	Bombycilla cedrorum				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-26	12:00:00	obsr106380	S108137398	Traveling	P22	EBIRD	90	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380051765	2022-04-01 15:23:21.360917	28890	species	avibase-9437D635	Cedar Waxwing	Bombycilla cedrorum				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Peppertree	L11041139	P	32.3401401	-86.1699557	2022-04-01	14:11:00	obsr186678	S106028659	Traveling	P22	EBIRD	4	0.187		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380248611	2022-04-01 19:30:36.708977	28890	species	avibase-9437D635	Cedar Waxwing	Bombycilla cedrorum				10					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-01	17:34:00	obsr186678	S106046064	Traveling	P22	EBIRD	45	3.663		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1409866376	2022-04-30 18:31:42.731341	28890	species	avibase-9437D635	Cedar Waxwing	Bombycilla cedrorum				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Alabama State Capitol	L848141	H	32.3776600	-86.3006008	2022-04-30	17:20:00	obsr2924244	S108529082	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390984421	2022-04-13 12:12:35.092401	28890	species	avibase-9437D635	Cedar Waxwing	Bombycilla cedrorum				24					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park	L2612971	H	32.4151632	-86.2256974	2022-04-13	10:15:00	obsr456189	S106944059	Traveling	P22	EBIRD	54	1.238		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1388026260	2022-04-10 11:05:35.343449	28890	species	avibase-9437D635	Cedar Waxwing	Bombycilla cedrorum				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-10	09:54:00	obsr665305	S106696668	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 63 degrees sunny.		
URN:CornellLabOfOrnithology:EBIRD:OBS1386441116	2022-04-08 19:23:33.187969	28890	species	avibase-9437D635	Cedar Waxwing	Bombycilla cedrorum				5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-06	16:25:00	obsr940190	S106563991	Stationary	P21	EBIRD	25			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390888947	2022-04-13 10:51:16.687572	28890	species	avibase-9437D635	Cedar Waxwing	Bombycilla cedrorum				15					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park Golf course	L18487837	P	32.4011830	-86.2227080	2022-04-13	08:24:00	obsr456189	S106937170	Traveling	P22	EBIRD	83	1.232		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1397648440	2022-04-19 21:06:18.28074	28890	species	avibase-9437D635	Cedar Waxwing	Bombycilla cedrorum				6					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-12	17:55:00	obsr940190	S107505744	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1404432731	2022-04-25 20:52:20.285306	28890	species	avibase-9437D635	Cedar Waxwing	Bombycilla cedrorum				5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-25	15:10:00	obsr106380	S108074389	Traveling	P22	EBIRD	180	0.805		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1381711305	2022-04-03 10:26:26.90326	28890	species	avibase-9437D635	Cedar Waxwing	Bombycilla cedrorum				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-03	08:35:00	obsr186678	S106168318	Traveling	P22	EBIRD	42	1.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390003067	2022-04-12 11:12:32.158118	31905	species	avibase-37E9CCDA	Chipping Sparrow	Spizella passerina				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34045, -86.18370	L10967029	P	32.3404500	-86.1837040	2022-04-12	10:09:00	obsr698531	S106863265	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380051771	2022-04-01 15:23:21.37524	31905	species	avibase-37E9CCDA	Chipping Sparrow	Spizella passerina				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Peppertree	L11041139	P	32.3401401	-86.1699557	2022-04-01	14:11:00	obsr186678	S106028659	Traveling	P22	EBIRD	4	0.187		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1383040719	2022-04-04 15:51:10.921764	31905	species	avibase-37E9CCDA	Chipping Sparrow	Spizella passerina				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-04	12:20:00	obsr665305	S106281920	Stationary	P21	EBIRD	14			1	1		0	1	0		Sun porch.		
URN:CornellLabOfOrnithology:EBIRD:OBS1390928879	2022-04-13 11:14:59.240622	31905	species	avibase-37E9CCDA	Chipping Sparrow	Spizella passerina				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park Vita Trail	L18488181	P	32.4010040	-86.2259940	2022-04-13	09:54:00	obsr456189	S106939222	Traveling	P22	EBIRD	14	0.520		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390984405	2022-04-13 12:12:35.048027	31905	species	avibase-37E9CCDA	Chipping Sparrow	Spizella passerina				8					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park	L2612971	H	32.4151632	-86.2256974	2022-04-13	10:15:00	obsr456189	S106944059	Traveling	P22	EBIRD	54	1.238		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1395282694	2022-04-17 13:58:17.68939	31905	species	avibase-37E9CCDA	Chipping Sparrow	Spizella passerina				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			B	L17937964	P	32.1761960	-86.3521210	2022-04-17	12:34:00	obsr2929208	S107306009	Stationary	P21	EBIRD	20			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1381711326	2022-04-03 10:26:26.90326	31905	species	avibase-37E9CCDA	Chipping Sparrow	Spizella passerina				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-03	08:35:00	obsr186678	S106168318	Traveling	P22	EBIRD	42	1.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390888948	2022-04-13 10:51:16.688501	31905	species	avibase-37E9CCDA	Chipping Sparrow	Spizella passerina				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park Golf course	L18487837	P	32.4011830	-86.2227080	2022-04-13	08:24:00	obsr456189	S106937170	Traveling	P22	EBIRD	83	1.232		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1389136285	2022-04-11 11:47:45.779214	31905	species	avibase-37E9CCDA	Chipping Sparrow	Spizella passerina				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34047, -86.18369	L13538170	P	32.3404660	-86.1836940	2022-04-11	10:44:00	obsr698531	S106790830	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1381139222	2022-04-02 17:46:33.22013	31905	species	avibase-37E9CCDA	Chipping Sparrow	Spizella passerina				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34041, -86.18372	L12609462	P	32.3404110	-86.1837220	2022-04-02	16:46:00	obsr698531	S106123696	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390896711	2022-04-13 10:46:02.428349	31905	species	avibase-37E9CCDA	Chipping Sparrow	Spizella passerina				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34045, -86.18370	L10967029	P	32.3404500	-86.1837040	2022-04-13	09:41:00	obsr698531	S106936700	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392227687	2022-04-14 18:53:17.05625	3788	species	avibase-C3AD1AFF	Chimney Swift	Chaetura pelagica				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Sellers	L18506936	P	32.3524490	-86.2841840	2022-04-14	17:38:00	obsr2929208	S107050589	Stationary	P21	EBIRD	14			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1404409996	2022-04-25 20:30:11.695408	3788	species	avibase-C3AD1AFF	Chimney Swift	Chaetura pelagica				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery East Exchange Park	L7650910	P	32.3995123	-86.2546706	2022-04-25	18:10:00	obsr940190	S108072305	Traveling	P22	EBIRD	40	0.644		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1418578817	2022-05-07 15:52:44.11812	3788	species	avibase-C3AD1AFF	Chimney Swift	Chaetura pelagica				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Hampstead bridge	L17755399	P	32.3093830	-86.1814320	2022-04-13	17:21:00	obsr1060942	S109242991	Traveling	P22	EBIRD	50	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1404432733	2022-04-25 20:52:20.289525	3788	species	avibase-C3AD1AFF	Chimney Swift	Chaetura pelagica				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-25	15:10:00	obsr106380	S108074389	Traveling	P22	EBIRD	180	0.805		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390888934	2022-04-13 10:51:16.66175	3788	species	avibase-C3AD1AFF	Chimney Swift	Chaetura pelagica				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park Golf course	L18487837	P	32.4011830	-86.2227080	2022-04-13	08:24:00	obsr456189	S106937170	Traveling	P22	EBIRD	83	1.232		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390984414	2022-04-13 12:12:35.057818	3788	species	avibase-C3AD1AFF	Chimney Swift	Chaetura pelagica				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park	L2612971	H	32.4151632	-86.2256974	2022-04-13	10:15:00	obsr456189	S106944059	Traveling	P22	EBIRD	54	1.238		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392219817	2022-04-14 18:38:24.321059	3788	species	avibase-C3AD1AFF	Chimney Swift	Chaetura pelagica				6					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Sellers	L18506936	P	32.3524490	-86.2841840	2022-04-14	16:34:00	obsr2929208	S107049468	Traveling	P22	EBIRD	63	0.360		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392090484	2022-04-14 17:28:27.005965	3788	species	avibase-C3AD1AFF	Chimney Swift	Chaetura pelagica				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The National Memorial For Peace And Justice	L13946863	H	32.3718558	-86.3137808	2022-04-14	14:33:00	obsr238522	S107037384	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1403311318	2022-04-24 21:39:53.406131	3788	species	avibase-C3AD1AFF	Chimney Swift	Chaetura pelagica				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-24	18:50:00	obsr940190	S107981447	Stationary	P21	EBIRD	20			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1393291238	2022-04-15 19:30:38.161268	3788	species	avibase-C3AD1AFF	Chimney Swift	Chaetura pelagica				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L17864632	P	32.3549210	-86.2984260	2022-04-15	17:48:00	obsr2971038	S107139571	Stationary	P21	EBIRD	41			1	1		0	1	0			Several in flight at very high altitude, but can identify rough shape and hear calls. Most ever physically observed at once is 2, but there are more.	
URN:CornellLabOfOrnithology:EBIRD:OBS1414367170	2022-05-04 09:36:46.508954	3543	species	avibase-8D3E8871	Chuck-will's-widow	Antrostomus carolinensis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Ramer, Alabama, US (32.106, -86.025)	L18839420	P	32.1057265	-86.0246692	2022-04-28	06:17:00	obsr1095129	S108900410	Traveling	P22	EBIRD	35	0.306		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1406077917	2022-04-27 12:30:42.112591	23383	species	avibase-F5C181CA	Cliff Swallow	Petrochelidon pyrrhonota				5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-26	17:00:00	obsr106380	S108209563	Traveling	P22	EBIRD	60	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1408424799	2022-04-29 17:43:14.85517	23383	species	avibase-F5C181CA	Cliff Swallow	Petrochelidon pyrrhonota				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			I-65 S, Montgomery US-AL 32.39988, -86.33569	L18751989	P	32.3998810	-86.3356900	2022-04-29	16:37:00	obsr431721	S108406731	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1406468033	2022-04-27 19:01:11.255523	23383	species	avibase-F5C181CA	Cliff Swallow	Petrochelidon pyrrhonota				150	ON	C4	ON		United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-27	08:45:00	obsr106380	S108243079	Traveling	P22	EBIRD	556	1.609		2	1		0	1	0			Nesting under railroad bridge	
URN:CornellLabOfOrnithology:EBIRD:OBS1402420915	2022-04-24 11:30:16.470692	32752	species	avibase-8BBB3255	Common Grackle	Quiscalus quiscula				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			AUM pond	L18665449	P	32.3722870	-86.1760460	2022-04-24	10:18:00	obsr186678	S107903846	Traveling	P22	EBIRD	11	0.520		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1391493640	2022-04-13 22:26:36.864511	32752	species	avibase-8BBB3255	Common Grackle	Quiscalus quiscula				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			503 Cloverdale Rd, Montgomery US-AL 32.35828, -86.29817	L18496503	P	32.3582820	-86.2981740	2022-04-13	13:44:00	obsr456189	S106988712	Traveling	P22	EBIRD	19	0.290		1	1		0	1	0				
